amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
6,14,0.0153708457946777,0.4735,23091.9634,0.6206,0.792,0.4247,1.235,0.6809,0.6838,1.0,0.5195,0.6838,0.5935,100.0,20.0,pyc_xmeans,2d-4c_y.zip
6,14,0.0721197128295898,0.4626,22919.0384,0.6571,0.7917,0.4237,1.235,0.6814,0.6842,1.0,0.52,0.6842,0.5927,inf,20.0,pyc_xmeans,2d-4c_y.zip
6,18,0.0136799812316894,0.4732,18017.0689,0.6101,0.7797,0.3833,1.235,0.6471,0.651,1.0,0.4826,0.651,0.5604,,,pyc_xmeans,2d-4c_y.zip
6,18,0.016383409500122,0.4715,18034.1447,0.6305,0.7786,0.3795,1.235,0.6436,0.6476,1.0,0.4788,0.6476,0.5573,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
6,18,0.0159473419189453,0.4571,17998.3761,0.652,0.7783,0.3783,1.235,0.6424,0.6464,1.0,0.4775,0.6464,0.5563,100.0,20.0,pyc_xmeans,2d-4c_y.zip
6,18,0.0179955959320068,0.446,23597.3131,0.6522,0.7564,0.3015,1.235,0.6244,0.6284,1.0,0.4582,0.6284,0.4912,inf,20.0,pyc_xmeans,2d-4c_y.zip
6,2,0.0086710453033447,0.578,42418.8057,0.5528,0.8588,0.6337,1.235,0.8265,0.8272,1.0,0.7053,0.8272,0.7485,,,pyc_xmeans,2d-4c_y.zip
6,22,0.0173897743225097,0.4603,16176.219,0.6442,0.7754,0.3683,1.235,0.6301,0.6346,1.0,0.4648,0.6346,0.5481,,,pyc_xmeans,2d-4c_y.zip
6,22,0.017500877380371,0.4625,15337.1629,0.5923,0.7764,0.372,1.235,0.6343,0.639,1.0,0.4695,0.639,0.5511,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
6,22,0.0250251293182373,0.462,15366.1391,0.6313,0.7755,0.3689,1.235,0.6294,0.6342,1.0,0.4644,0.6342,0.5486,100.0,20.0,pyc_xmeans,2d-4c_y.zip
6,22,0.0191328525543212,0.4361,20160.933,0.6754,0.751,0.2823,1.235,0.6049,0.6097,1.0,0.4386,0.6097,0.4739,inf,20.0,pyc_xmeans,2d-4c_y.zip
6,2,0.0091030597686767,0.7142,35217.5291,0.5267,0.9097,0.7762,1.235,0.86,0.8606,1.0,0.7553,0.8606,0.8477,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
6,2,0.0086815357208251,0.6996,34302.6101,0.6029,0.9132,0.7858,1.235,0.8651,0.8656,1.0,0.7631,0.8656,0.8543,100.0,20.0,pyc_xmeans,2d-4c_y.zip
6,2,0.0080063343048095,0.5646,41327.2641,0.5646,0.8624,0.6444,1.235,0.8292,0.8299,1.0,0.7092,0.8299,0.7561,inf,20.0,pyc_xmeans,2d-4c_y.zip
6,6,0.0092582702636718,0.5751,42631.669,0.5552,0.8637,0.648,1.235,0.8301,0.8308,1.0,0.7105,0.8308,0.7586,,,pyc_xmeans,2d-4c_y.zip
