n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,euclidean,average,100.0,20,0.015749454498291,0.4156,4.6499,0.4408,0.5788,-0.0011,0.0004,-0.0008,0.0012,0.0006,0.0451,0.0012,0.7602,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,average,inf,20,0.0466284751892089,0.4156,4.6499,0.4408,0.5788,-0.0011,0.0004,-0.0008,0.0012,0.0006,0.0451,0.0012,0.7602,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,complete,1000.0,20,0.0142633914947509,0.2623,124.1917,1.6633,0.5756,0.0523,0.007,0.0141,0.0152,0.0115,0.0224,0.0152,0.7096,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,complete,100.0,20,0.0141878128051757,0.2623,124.1917,1.6633,0.5756,0.0523,0.007,0.0141,0.0152,0.0115,0.0224,0.0152,0.7096,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,complete,inf,20,0.0143897533416748,0.2623,124.1917,1.6633,0.5756,0.0523,0.007,0.0141,0.0152,0.0115,0.0224,0.0152,0.7096,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,single,1000.0,20,0.0095055103302001,0.4156,4.6499,0.4408,0.5788,-0.0011,0.0004,-0.0008,0.0012,0.0006,0.0451,0.0012,0.7602,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,single,100.0,20,0.0094826221466064,0.4156,4.6499,0.4408,0.5788,-0.0011,0.0004,-0.0008,0.0012,0.0006,0.0451,0.0012,0.7602,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,single,inf,20,0.0094966888427734,0.4156,4.6499,0.4408,0.5788,-0.0011,0.0004,-0.0008,0.0012,0.0006,0.0451,0.0012,0.7602,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,ward,1000.0,20,0.015395164489746,0.2578,172.9196,1.6515,0.5371,-0.0017,0.0,-0.001,0.0,0.0,0.0,0.0,0.6533,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,ward,100.0,20,0.015385627746582,0.2578,172.9196,1.6515,0.5371,-0.0017,0.0,-0.001,0.0,0.0,0.0,0.0,0.6533,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,ward,inf,20,0.0153172016143798,0.2578,172.9196,1.6515,0.5371,-0.0017,0.0,-0.001,0.0,0.0,0.0,0.0,0.6533,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,correlation,average,1000.0,20,0.0153553485870361,0.126,123.0973,2.0283,0.4639,-0.0092,0.0054,0.0041,0.0057,0.0089,0.0042,0.0057,0.4138,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,correlation,average,100.0,20,0.0154509544372558,0.126,123.0973,2.0283,0.4639,-0.0092,0.0054,0.0041,0.0057,0.0089,0.0042,0.0057,0.4138,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,correlation,average,inf,20,0.0153322219848632,0.126,123.0973,2.0283,0.4639,-0.0092,0.0054,0.0041,0.0057,0.0089,0.0042,0.0057,0.4138,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,correlation,complete,1000.0,20,0.0148041248321533,0.0832,116.8112,2.0165,0.4732,0.0177,0.0137,0.0125,0.0141,0.0225,0.0102,0.0141,0.4089,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,correlation,complete,100.0,20,0.0147819519042968,0.0832,116.8112,2.0165,0.4732,0.0177,0.0137,0.0125,0.0141,0.0225,0.0102,0.0141,0.4089,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,correlation,complete,inf,20,0.0148940086364746,0.0832,116.8112,2.0165,0.4732,0.0177,0.0137,0.0125,0.0141,0.0225,0.0102,0.0141,0.4089,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,correlation,single,1000.0,20,0.0094602108001708,-0.1165,3.9728,1.0447,0.5788,0.0034,0.0017,-0.0004,0.0051,0.0027,0.0354,0.0051,0.7569,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,correlation,single,100.0,20,0.0096118450164794,-0.1165,3.9728,1.0447,0.5788,0.0034,0.0017,-0.0004,0.0051,0.0027,0.0354,0.0051,0.7569,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,correlation,single,inf,20,0.0079646110534667,-0.1165,3.9728,1.0447,0.5788,0.0034,0.0017,-0.0004,0.0051,0.0027,0.0354,0.0051,0.7569,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,cosine,average,1000.0,20,0.0154907703399658,0.154,167.8791,1.7133,0.4846,0.017,0.0075,0.0065,0.0082,0.0122,0.0061,0.0082,0.4586,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,cosine,average,100.0,20,0.0153164863586425,0.154,167.8791,1.7133,0.4846,0.017,0.0075,0.0065,0.0082,0.0122,0.0061,0.0082,0.4586,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,cosine,average,inf,20,0.01536226272583,0.154,167.8791,1.7133,0.4846,0.017,0.0075,0.0065,0.0082,0.0122,0.0061,0.0082,0.4586,skl_agglomerativeClust,german_creditONEHOT_y.zip
4,cosine,complete,1000.0,20,0.0143539905548095,0.1189,120.9702,2.0029,0.4686,0.0086,0.0064,0.005,0.0066,0.0105,0.0048,0.0066,0.4039,skl_agglomerativeClust,german_creditONEHOT_y.zip
